0.0005 1.16699e-05 3.89336e-06 3.8935e-06 3.88307e-06 (count: 2.3648e+08)
0.001 4.66793e-05 1.55733e-05 1.55739e-05 1.55322e-05 (count: 2.3648e+08)
0.0015 0.000105027 3.50395e-05 3.50407e-05 3.49469e-05 (count: 2.3648e+08)
0.002 0.000186711 6.22913e-05 6.22935e-05 6.21267e-05 (count: 2.3648e+08)
0.0025 0.00029173 9.73278e-05 9.73313e-05 9.70707e-05 (count: 2.3648e+08)
0.003 0.000420079 0.000140148 0.000140153 0.000139778 (count: 2.3648e+08)
0.0035 0.000571755 0.000190751 0.000190757 0.000190247 (count: 2.3648e+08)
0.004 0.000746752 0.000249134 0.000249143 0.000248476 (count: 2.3648e+08)
0.0045 0.000945066 0.000315296 0.000315307 0.000314463 (count: 2.3648e+08)
0.005 0.00116669 0.000389235 0.000389248 0.000388207 (count: 2.3648e+08)
0.0055 0.00141162 0.000470949 0.000470965 0.000469704 (count: 2.3648e+08)
0.006 0.00167984 0.000560434 0.000560453 0.000558953 (count: 2.3648e+08)
0.0065 0.00197135 0.000657689 0.000657711 0.000655951 (count: 2.3648e+08)
0.007 0.00228614 0.000762709 0.000762734 0.000760694 (count: 2.3648e+08)
0.0075 0.00262419 0.000875493 0.000875521 0.00087318 (count: 2.3648e+08)
0.008 0.00298551 0.000996036 0.000996068 0.000993404 (count: 2.3648e+08)
0.0085 0.00337007 0.00112433 0.00112437 0.00112136 (count: 2.36479e+08)
0.009 0.00377786 0.00126038 0.00126042 0.00125705 (count: 2.36479e+08)
0.0095 0.00420888 0.00140418 0.00140422 0.00140047 (count: 2.36479e+08)
0.01 0.0046631 0.00155572 0.00155577 0.00155161 (count: 2.36479e+08)
0.0105 0.00514052 0.001715 0.00171505 0.00171047 (count: 2.36479e+08)
0.011 0.00564111 0.00188201 0.00188207 0.00187704 (count: 2.36479e+08)
0.0115 0.00616487 0.00205675 0.00205681 0.00205131 (count: 2.36479e+08)
0.012 0.00671178 0.00223921 0.00223927 0.00223329 (count: 2.36479e+08)
0.0125 0.00728182 0.00242939 0.00242946 0.00242297 (count: 9.45917e+06)
0.025 0.0289863 0.00967068 0.00967065 0.009645 (count: 9.45914e+06)
0.0375 0.0647043 0.0215877 0.0215866 0.02153 (count: 9.4591e+06)
0.05 0.113795 0.0379671 0.0379629 0.0378647 (count: 9.45907e+06)
0.0625 0.175436 0.0585355 0.0585245 0.0583759 (count: 9.45904e+06)
0.075 0.248681 0.0829775 0.0829549 0.0827485 (count: 9.45901e+06)
0.0875 0.33251 0.110954 0.110913 0.110643 (count: 9.45898e+06)
0.1 0.425877 0.142115 0.14205 0.141712 (count: 9.45894e+06)
0.1125 0.527747 0.176118 0.176019 0.17561 (count: 9.45891e+06)
0.125 0.637127 0.21263 0.212489 0.212008 (count: 9.45888e+06)
0.1375 0.753083 0.25134 0.251149 0.250594 (count: 9.45885e+06)
0.15 0.87476 0.291963 0.291714 0.291082 (count: 9.45882e+06)
0.1625 1.00138 0.33424 0.333925 0.333216 (count: 9.45878e+06)
0.175 1.13226 0.377942 0.377554 0.376766 (count: 9.45875e+06)
0.1875 1.26679 0.422865 0.4224 0.42153 (count: 9.45872e+06)
0.2 1.40446 0.468837 0.46829 0.467334 (count: 9.45869e+06)
0.2125 1.54482 0.515709 0.515076 0.514032 (count: 9.45866e+06)
0.225 1.68749 0.563356 0.562635 0.561499 (count: 9.45862e+06)
0.2375 1.83217 0.611672 0.610863 0.60963 (count: 9.45859e+06)
0.25 1.97859 0.660575 0.659677 0.658342 (count: 9.45856e+06)
0.2625 2.12657 0.709993 0.709007 0.707566 (count: 9.45853e+06)
0.275 2.27592 0.759873 0.7588 0.757247 (count: 9.4585e+06)
0.2875 2.42652 0.810169 0.809011 0.807342 (count: 9.45846e+06)
0.3 2.57827 0.860847 0.859607 0.857816 (count: 9.45843e+06)
0.3125 2.73403 0.913285 0.911568 0.90918 (count: 378336)
0.625 6.69568 2.23594 2.23245 2.22728 (count: 378304)
0.9375 10.0784 3.36544 3.35969 3.35329 (count: 378272)
1.25 12.6303 4.21704 4.21064 4.20266 (count: 378240)
1.5625 14.6099 4.87792 4.8712 4.8608 (count: 378208)
1.875 16.1727 5.39829 5.38924 5.38522 (count: 378176)
2.1875 17.3907 5.80682 5.78659 5.79727 (count: 378144)
2.5 18.3315 6.12601 6.09031 6.11522 (count: 378112)
2.8125 19.0642 6.37405 6.32871 6.36142 (count: 378080)
3.125 19.6462 6.56823 6.52173 6.55621 (count: 378048)
3.4375 20.1221 6.72401 6.68435 6.71375 (count: 378016)
3.75 20.5198 6.85313 6.81925 6.84739 (count: 377984)
4.0625 20.8549 6.96104 6.93379 6.96007 (count: 377952)
4.375 21.1343 7.05406 7.03119 7.04905 (count: 377920)
4.6875 21.3646 7.13477 7.11053 7.11925 (count: 377888)
5 21.5668 7.20671 7.17835 7.18178 (count: 377856)
5.3125 21.7432 7.26642 7.23883 7.23796 (count: 377824)
5.625 21.8977 7.31707 7.29161 7.28904 (count: 377792)
5.9375 22.0304 7.35958 7.33454 7.33631 (count: 377760)
6.25 22.1414 7.39274 7.37248 7.37616 (count: 377728)
6.5625 22.2372 7.42152 7.4075 7.40814 (count: 377696)
6.875 22.3327 7.45248 7.44056 7.43967 (count: 377664)
7.1875 22.4288 7.48129 7.4699 7.47765 (count: 377632)
7.5 22.5214 7.51148 7.4946 7.51531 (count: 377600)
7.8125 22.6184 7.51006 7.59222 7.51611 (count: 15072)
15.625 23.3781 7.81063 7.75308 7.81439 (count: 15040)
23.4375 23.9179 8.12232 7.81052 7.9851 (count: 15008)
31.25 24.4638 8.30791 7.9711 8.18481 (count: 14976)
39.0625 25.0188 8.51672 8.05458 8.44753 (count: 14944)
46.875 25.5941 8.76793 8.16865 8.6575 (count: 14912)
54.6875 26.0517 8.74671 8.38248 8.92252 (count: 14880)
62.5 26.6394 9.06361 8.56912 9.00663 (count: 14848)
70.3125 27.1353 9.23534 8.59777 9.30215 (count: 14816)
78.125 27.617 9.47747 8.71602 9.42347 (count: 14784)
85.9375 28.2818 9.69629 8.84722 9.73827 (count: 14752)
93.75 28.6305 9.80239 8.94946 9.87867 (count: 14720)
101.562 29.1928 10.0955 9.11956 9.97772 (count: 14688)
109.375 29.7514 10.299 9.22096 10.2314 (count: 14656)
117.188 30.0548 10.3518 9.30761 10.3954 (count: 14624)
125 30.5364 10.5795 9.51235 10.4446 (count: 14592)
132.812 31.1575 10.7616 9.67046 10.7254 (count: 14560)
140.625 31.8726 10.9607 9.87268 11.0392 (count: 14528)
148.438 32.1227 11.1365 9.93146 11.0548 (count: 14496)
156.25 32.539 11.3039 9.96783 11.2673 (count: 14464)
164.062 33.202 11.5298 10.1983 11.4739 (count: 14432)
171.875 33.6147 11.7429 10.192 11.6797 (count: 14400)
179.688 34.1708 11.9271 10.2493 11.9944 (count: 14368)
187.5 34.5593 12.059 10.4185 12.0818 (count: 14336)
195.312 34.7657 12.2767 9.19036 13.2987 (count: 544)
390.625 45.9523 16.5245 10.8743 18.5535 (count: 512)
585.938 58.4078 20.2671 13.389 24.7517 (count: 480)
781.25 72.9855 24.3791 17.0256 31.5808 (count: 448)
976.562 85.2877 27.2846 19.5234 38.4797 (count: 416)
1171.88 98.88 31.9648 23.0095 43.9058 (count: 384)
1367.19 112.939 38.3573 26.5758 48.0057 (count: 352)
1562.5 124.025 42.6508 30.0572 51.3172 (count: 320)
1757.81 139.906 48.6747 34.2254 57.0058 (count: 288)
1953.12 158.905 57.9949 37.9849 62.9252 (count: 256)
2148.44 169.962 66.2146 37.8409 65.9065 (count: 224)
2343.75 181.325 73.4384 40.198 67.6881 (count: 192)
2539.06 199.151 81.1379 42.1 75.9126 (count: 160)
2734.38 209.456 87.8704 42.9235 78.6623 (count: 128)
2929.69 219.499 92.2434 45.2347 82.0209 (count: 96)
3125 229.942 100.259 44.7455 84.9378 (count: 64)
3320.31 224.564 110.213 36.0117 78.3391 (count: 32)
